id_hex,id_estab,total_2017,input_2017,total_2019,input_2019
89a8a061ab7ffff,07622240000177,,,1,cep_changed_2019
89a8a061ab7ffff,08409570000141,,,2,cep_changed_2019
89a8a061ab7ffff,08584147000269,,,1,cep_changed_2019
89a8a061ab7ffff,08924999000410,,,1,new_estab_2019
89a8a061ab7ffff,09159087000119,,,3,cep_changed_2019
89a8a061ab7ffff,09365291000196,,,9,new_estab_2019
89a8a061ab7ffff,09429171000105,,,4,cep_changed_2019
89a8a061ab7ffff,10476221000194,,,19,new_estab_2019
89a8a061ab7ffff,10879950000191,,,4,cep_changed_2019
89a8a061ab7ffff,11068710000170,,,1,new_estab_2019
89a8a061ab7ffff,11668032000186,,,6,cep_changed_2019
89a8a061ab7ffff,11822098000189,,,3,cep_changed_2019
89a8a061ab7ffff,12440950000116,,,4,new_estab_2019
89a8a061ab7ffff,12942180000100,,,6,cep_changed_2019
89a8a061ab7ffff,13005142000193,,,4,new_estab_2019
89a8a061ab7ffff,13127015000167,,,2,cep_changed_2019
89a8a061ab7ffff,16629836000190,,,9,cep_changed_2019
89a8a061ab7ffff,16841313000102,,,3,cep_changed_2019
89a8a061ab7ffff,16856470000434,,,1,new_estab_2019
89a8a061ab7ffff,17261370000185,13,rais_2017,,
89a8a061ab7ffff,18096921000165,,,8,cep_changed_2019
89a8a061ab7ffff,19112842000244,,,6,new_estab_2019
89a8a061ab7ffff,19209069000158,,,3,cep_changed_2019
89a8a061ab7ffff,19469240000168,,,4,new_estab_2019
89a8a061ab7ffff,20385657000121,1,rais_2017,,
89a8a061ab7ffff,20519460000138,,,2,cep_changed_2019
89a8a061ab7ffff,21157951000149,,,2,new_estab_2019
89a8a061ab7ffff,21990572000135,,,2,cep_changed_2019
89a8a061ab7ffff,22162632000194,,,3,cep_changed_2019
89a8a061ab7ffff,23228564000181,,,27,cep_changed_2019
89a8a061ab7ffff,24018258000183,,,76,cep_changed_2019
89a8a061ab7ffff,27161631000149,,,5,cep_changed_2019
89a8a061ab7ffff,28016715000151,,,3,cep_changed_2019
89a8a061ab7ffff,28307734000137,2,rais_2017,,
89a8a061ab7ffff,28660676000120,,,12,new_estab_2019
89a8a061ab7ffff,32735665000130,,,15,new_estab_2019
89a8a061ab7ffff,32862569000152,,,5,new_estab_2019
89a8a061ab7ffff,33393512000114,,,11,new_estab_2019
89a8a061ab7ffff,33535494000168,,,3,new_estab_2019
89a8a061ab7ffff,33588936000134,,,12,new_estab_2019
89a8a061ab7ffff,39073143000169,,,1,new_estab_2019
89a8a061ab7ffff,40378747000100,1,rais_2017,,
89a8a061ab7ffff,42420620000120,,,1,cep_changed_2019
89a8a061ab7ffff,42513762000131,,,4,cep_changed_2019
89a8a061ab7ffff,60746948558008,,,11,cep_changed_2019
89a8a061ab7ffff,64098932000959,,,3,cep_changed_2019
89a8a061ab7ffff,67369421000165,11,rais_2017,,
89a8a061ab7ffff,74069030000190,,,7,cep_changed_2019
89a8a061ab7ffff,80680093002125,,,6,new_estab_2019
89a8a061ab7ffff,97428668000761,,,647,new_estab_2019
89a8a061ea3ffff,00078218000169,,,9,cep_changed_2019
89a8a061ea3ffff,00083847700174,,,1,new_estab_2019
89a8a061ea3ffff,00179102031804,2,rais_2017,,
89a8a061ea3ffff,00179121863503,2,rais_2017,,
89a8a061ea3ffff,00500115496300,1,rais_2017,,
89a8a061ea3ffff,00500706763307,1,rais_2017,,
89a8a061ea3ffff,00512311759707,1,rais_2017,,
89a8a061ea3ffff,00512321474401,1,rais_2017,,
89a8a061ea3ffff,00512403326703,1,rais_2017,,
89a8a061ea3ffff,00700135648308,1,rais_2017,,
89a8a061ea3ffff,00860639000147,,,2,cep_changed_2019
89a8a061ea3ffff,01020029000874,,,260,new_estab_2019
89a8a061ea3ffff,01033112700109,,,1,new_estab_2019
89a8a061ea3ffff,01425012000120,14,rais_2017,,
89a8a061ea3ffff,01919630000127,7,rais_2017,,
89a8a061ea3ffff,02314041004175,,,87,new_estab_2019
89a8a061ea3ffff,02495053000156,2,rais_2017,1,new_estab_2019
89a8a061ea3ffff,02714643002257,,,30,cep_changed_2019
89a8a061ea3ffff,02714643003300,,,12,new_estab_2019
89a8a061ea3ffff,02737654000390,,,46,cep_changed_2019
89a8a061ea3ffff,03002339001430,,,10,new_estab_2019
89a8a061ea3ffff,03367641000177,4,rais_2017,,
89a8a061ea3ffff,03810218000108,,,12,cep_changed_2019
89a8a061ea3ffff,03863125001377,,,8,cep_changed_2019
89a8a061ea3ffff,04206050033003,13,rais_2017,,
89a8a061ea3ffff,04335510000170,,,15,new_estab_2019
89a8a061ea3ffff,04570097000714,13,rais_2017,,
89a8a061ea3ffff,04691289000193,6,rais_2017,27,new_estab_2019
89a8a061ea3ffff,05027195002988,,,15,cep_changed_2019
89a8a061ea3ffff,05053441005649,,,7,cep_changed_2019
89a8a061ea3ffff,05222532000197,,,75,cep_changed_2019
89a8a061ea3ffff,05328084000100,2,rais_2017,,
89a8a061ea3ffff,05403637000304,,,8,new_estab_2019
89a8a061ea3ffff,06033405000102,,,12,cep_changed_2019
89a8a061ea3ffff,06347409028418,,,54,new_estab_2019
89a8a061ea3ffff,07463134700185,,,1,new_estab_2019
89a8a061ea3ffff,07940499000328,7,rais_2017,,
89a8a061ea3ffff,08312444001570,6,rais_2017,,
89a8a061ea3ffff,08330207000136,18,rais_2017,9,new_estab_2019
89a8a061ea3ffff,08600494000157,6,rais_2017,,
89a8a061ea3ffff,08618022000717,,,1,new_estab_2019
89a8a061ea3ffff,08808981000100,,,1,new_estab_2019
89a8a061ea3ffff,09044235013057,1,rais_2017,,
89a8a061ea3ffff,09047049000174,,,1,new_estab_2019
89a8a061ea3ffff,09147204000124,1,rais_2017,,
89a8a061ea3ffff,09327376000260,,,1,new_estab_2019
89a8a061ea3ffff,09416055000151,1,rais_2017,,
89a8a061ea3ffff,09427183002225,,,324,new_estab_2019
89a8a061ea3ffff,09535920000340,2,rais_2017,,
89a8a061ea3ffff,09569250000111,8,rais_2017,,
89a8a061ea3ffff,09575475000180,,,3,cep_changed_2019
89a8a061ea3ffff,10142779001105,,,31,cep_changed_2019
89a8a061ea3ffff,10545387000115,,,3,cep_changed_2019
89a8a061ea3ffff,10564843000174,,,7,new_estab_2019
89a8a061ea3ffff,10853017001036,,,4,cep_changed_2019
89a8a061ea3ffff,11023174009908,,,5,new_estab_2019
89a8a061ea3ffff,11137051029400,,,1,new_estab_2019
89a8a061ea3ffff,11148187000191,,,2,new_estab_2019
89a8a061ea3ffff,11151688000127,1,rais_2017,,
89a8a061ea3ffff,11197743000110,11,rais_2017,,
89a8a061ea3ffff,11267555000382,16,rais_2017,,
89a8a061ea3ffff,11405670001429,,,21,cep_changed_2019
89a8a061ea3ffff,11479163000115,,,2,cep_changed_2019
89a8a061ea3ffff,11705769000121,9,rais_2017,8,rais_2017
89a8a061ea3ffff,11758568000192,,,159,new_estab_2019
89a8a061ea3ffff,12136108001752,,,8,new_estab_2019
89a8a061ea3ffff,12362081001040,2,rais_2017,,
89a8a061ea3ffff,12446926000194,20,rais_2017,,
89a8a061ea3ffff,12792006000128,,,2,cep_changed_2019
89a8a061ea3ffff,13199102000120,1,rais_2017,,
89a8a061ea3ffff,13257648004691,5,rais_2017,6,new_estab_2019
89a8a061ea3ffff,13519875001622,,,3,new_estab_2019
89a8a061ea3ffff,13543978000141,2,rais_2017,,
89a8a061ea3ffff,13594751004384,,,12,new_estab_2019
89a8a061ea3ffff,13667108000184,,,4,new_estab_2019
89a8a061ea3ffff,13783221017605,,,24,new_estab_2019
89a8a061ea3ffff,14449298000126,2,rais_2017,,
89a8a061ea3ffff,14731420000586,,,7,new_estab_2019
89a8a061ea3ffff,15724435000156,3,rais_2017,,
89a8a061ea3ffff,15842189000137,,,25,new_estab_2019
89a8a061ea3ffff,16628486000147,3,rais_2017,,
89a8a061ea3ffff,16641013000260,10,rais_2017,,
89a8a061ea3ffff,16646959000139,11,rais_2017,,
89a8a061ea3ffff,16676722000109,5,rais_2017,,
89a8a061ea3ffff,16685347000155,,,1,cep_changed_2019
89a8a061ea3ffff,16699182000170,45,rais_2017,,
89a8a061ea3ffff,16703143000361,,,4,new_estab_2019
89a8a061ea3ffff,16777069000166,1,rais_2017,,
89a8a061ea3ffff,16820100000102,4,rais_2017,,
89a8a061ea3ffff,16828077000194,10,rais_2017,,
89a8a061ea3ffff,16896758000190,14,rais_2017,,
89a8a061ea3ffff,16933618000144,,,28,new_estab_2019
89a8a061ea3ffff,16979963000380,1,rais_2017,,
89a8a061ea3ffff,16985098000113,,,4,new_estab_2019
89a8a061ea3ffff,17070885000289,1,rais_2017,,
89a8a061ea3ffff,17131933000110,5,rais_2017,17,new_estab_2019
89a8a061ea3ffff,17354911003488,8,rais_2017,,
89a8a061ea3ffff,17731429000151,10,rais_2017,,
89a8a061ea3ffff,17843062000400,6,rais_2017,,
89a8a061ea3ffff,17903601000450,7,rais_2017,,
89a8a061ea3ffff,18111125000154,1,rais_2017,,
89a8a061ea3ffff,18316475000157,3,rais_2017,,
89a8a061ea3ffff,18738596000197,3,rais_2017,,
89a8a061ea3ffff,18785023000114,2,rais_2017,,
89a8a061ea3ffff,18930098000141,10,rais_2017,,
89a8a061ea3ffff,19233408000131,,,1,new_estab_2019
89a8a061ea3ffff,19331732000192,4,rais_2017,5,new_estab_2019
89a8a061ea3ffff,19349151000188,1,rais_2017,,
89a8a061ea3ffff,19378769012859,1,rais_2017,,
89a8a061ea3ffff,19576983000137,10,rais_2017,,
89a8a061ea3ffff,20130891000108,2,rais_2017,,
89a8a061ea3ffff,20290356000114,13,rais_2017,,
89a8a061ea3ffff,20476392000177,1,rais_2017,,
89a8a061ea3ffff,20702154004715,,,7,new_estab_2019
89a8a061ea3ffff,21136794001671,10,rais_2017,,
89a8a061ea3ffff,21435484000686,,,4,new_estab_2019
89a8a061ea3ffff,21677897000162,3,rais_2017,,
89a8a061ea3ffff,21959576000150,,,7,cep_changed_2019
89a8a061ea3ffff,22335852000253,6,rais_2017,,
89a8a061ea3ffff,22419332000148,1,rais_2017,,
89a8a061ea3ffff,22475464001320,,,7,new_estab_2019
89a8a061ea3ffff,22503623000381,,,4,new_estab_2019
89a8a061ea3ffff,22599289000492,,,6,new_estab_2019
89a8a061ea3ffff,22606204000103,4,rais_2017,,
89a8a061ea3ffff,22672177000177,1,rais_2017,,
89a8a061ea3ffff,22782440000261,,,2,new_estab_2019
89a8a061ea3ffff,22985471000139,4,rais_2017,,
89a8a061ea3ffff,23058703000176,,,74,cep_changed_2019
89a8a061ea3ffff,23182788000108,,,1,new_estab_2019
89a8a061ea3ffff,23429278000184,3,rais_2017,,
89a8a061ea3ffff,23738124000255,6,rais_2017,,
89a8a061ea3ffff,23845652000122,6,rais_2017,,
89a8a061ea3ffff,23892968000175,,,9,cep_changed_2019
89a8a061ea3ffff,24302158000184,,,47,new_estab_2019
89a8a061ea3ffff,24416930000199,4,rais_2017,,
89a8a061ea3ffff,24425070000150,13,rais_2017,,
89a8a061ea3ffff,24465240000120,24,rais_2017,,
89a8a061ea3ffff,24534940000129,1,rais_2017,,
89a8a061ea3ffff,24575331000207,,,1,new_estab_2019
89a8a061ea3ffff,24661438000189,7,rais_2017,,
89a8a061ea3ffff,24979935000120,,,2,new_estab_2019
89a8a061ea3ffff,25048252000111,,,55,new_estab_2019
89a8a061ea3ffff,25168107000174,34,rais_2017,,
89a8a061ea3ffff,25269221000271,,,9,new_estab_2019
89a8a061ea3ffff,25403108000156,4,rais_2017,6,rais_2017
89a8a061ea3ffff,26112659000123,3,rais_2017,,
89a8a061ea3ffff,26117255001790,,,8,new_estab_2019
89a8a061ea3ffff,26131783000136,1,rais_2017,,
89a8a061ea3ffff,26294120000132,,,1,cep_changed_2019
89a8a061ea3ffff,26495839000131,,,30,cep_changed_2019
89a8a061ea3ffff,26503335000388,6,rais_2017,,
89a8a061ea3ffff,26605867000164,4,rais_2017,,
89a8a061ea3ffff,26820901000113,7,rais_2017,,
89a8a061ea3ffff,27036411000193,1,rais_2017,,
89a8a061ea3ffff,27072139000105,1,rais_2017,,
89a8a061ea3ffff,27338918000100,1,rais_2017,,
89a8a061ea3ffff,27459463000172,1,rais_2017,,
89a8a061ea3ffff,27505946000670,,,12,new_estab_2019
89a8a061ea3ffff,27574364000131,,,1,new_estab_2019
89a8a061ea3ffff,28022061000179,13,rais_2017,,
89a8a061ea3ffff,28384900000107,7,rais_2017,,
89a8a061ea3ffff,28442877000151,10,rais_2017,,
89a8a061ea3ffff,28521093000119,1,rais_2017,,
89a8a061ea3ffff,28660817000105,1,rais_2017,2,rais_2017
89a8a061ea3ffff,28838167000145,24,rais_2017,,
89a8a061ea3ffff,28861751000111,5,rais_2017,,
89a8a061ea3ffff,28927497000107,,,17,cep_changed_2019
89a8a061ea3ffff,29179071000185,2,rais_2017,,
89a8a061ea3ffff,29303758000180,,,3,cep_changed_2019
89a8a061ea3ffff,29328809000129,,,2,new_estab_2019
89a8a061ea3ffff,29786323000134,,,1,new_estab_2019
89a8a061ea3ffff,30121584000114,,,11,new_estab_2019
89a8a061ea3ffff,30392905000115,,,1,new_estab_2019
89a8a061ea3ffff,30880115000189,,,3,new_estab_2019
89a8a061ea3ffff,31136155000183,,,1,new_estab_2019
89a8a061ea3ffff,31178315000319,,,3,new_estab_2019
89a8a061ea3ffff,31250836000178,,,13,new_estab_2019
89a8a061ea3ffff,31317314000146,,,1,new_estab_2019
89a8a061ea3ffff,31369814000121,,,7,cep_changed_2019
89a8a061ea3ffff,31416540000184,,,2,new_estab_2019
89a8a061ea3ffff,31575186003156,,,4,new_estab_2019
89a8a061ea3ffff,31776132000214,,,4,new_estab_2019
89a8a061ea3ffff,31819070000108,,,5,new_estab_2019
89a8a061ea3ffff,31869091000120,,,1,new_estab_2019
89a8a061ea3ffff,31871579000191,,,15,new_estab_2019
89a8a061ea3ffff,31900261000191,,,6,new_estab_2019
89a8a061ea3ffff,31901658000106,,,2,new_estab_2019
89a8a061ea3ffff,32105754000100,,,10,new_estab_2019
89a8a061ea3ffff,32180304000255,,,4,new_estab_2019
89a8a061ea3ffff,32278151001093,,,21,new_estab_2019
89a8a061ea3ffff,32336524000144,,,3,new_estab_2019
89a8a061ea3ffff,32527987000193,,,30,new_estab_2019
89a8a061ea3ffff,32610717000141,,,1,new_estab_2019
89a8a061ea3ffff,32683474000171,,,8,new_estab_2019
89a8a061ea3ffff,32697896000287,,,1,new_estab_2019
89a8a061ea3ffff,32730047000105,,,17,new_estab_2019
89a8a061ea3ffff,32775758000198,,,4,new_estab_2019
89a8a061ea3ffff,32995829000168,,,1,new_estab_2019
89a8a061ea3ffff,33041260086700,,,50,cep_changed_2019
89a8a061ea3ffff,33072400,,,19,inep
89a8a061ea3ffff,33362472000143,,,5,new_estab_2019
89a8a061ea3ffff,33374267000106,,,5,new_estab_2019
89a8a061ea3ffff,33392509000267,,,3,new_estab_2019
89a8a061ea3ffff,33470319000210,,,2,new_estab_2019
89a8a061ea3ffff,33487429000104,,,1,new_estab_2019
89a8a061ea3ffff,33493585000188,,,20,new_estab_2019
89a8a061ea3ffff,33493839000168,,,9,new_estab_2019
89a8a061ea3ffff,33552902002052,5,rais_2017,,
89a8a061ea3ffff,33574355000143,,,5,new_estab_2019
89a8a061ea3ffff,33576763000134,,,5,new_estab_2019
89a8a061ea3ffff,33613541000144,,,3,new_estab_2019
89a8a061ea3ffff,33761654000197,,,12,new_estab_2019
89a8a061ea3ffff,33790201000199,,,4,new_estab_2019
89a8a061ea3ffff,33866205000103,,,3,new_estab_2019
89a8a061ea3ffff,34195088000166,,,5,new_estab_2019
89a8a061ea3ffff,34251341000151,,,1,new_estab_2019
89a8a061ea3ffff,34266520000162,,,16,new_estab_2019
89a8a061ea3ffff,34281990000103,,,9,new_estab_2019
89a8a061ea3ffff,34352776000192,,,1,new_estab_2019
89a8a061ea3ffff,34383557000170,,,59,new_estab_2019
89a8a061ea3ffff,34396925000115,,,1,new_estab_2019
89a8a061ea3ffff,34594921000141,,,6,new_estab_2019
89a8a061ea3ffff,34600364000205,,,1,new_estab_2019
89a8a061ea3ffff,34640724000111,,,1,new_estab_2019
89a8a061ea3ffff,34787181000240,,,1,new_estab_2019
89a8a061ea3ffff,34897896000175,,,1,new_estab_2019
89a8a061ea3ffff,34992744000151,,,34,new_estab_2019
89a8a061ea3ffff,35015110000101,,,5,new_estab_2019
89a8a061ea3ffff,35068499000153,,,1,new_estab_2019
